,acousticness,artist,chart_date,danceability,energy,instrumentalness,length,liveness,loudness,mode,name,popularity,release_date,song_id,speechiness,target,tempo,time_signature,valence,weeks,duration_ms,sections,artist_popularity,artist_followers,number_of_artists,list_of_artists
0,0.0137,Mumford & Sons,2013-08-24,0.268,0.578,0.00281,307853,0.106,-7.796,1,Hopeless Wanderer,57,2012-09-25,7rME25EmgXGVPQqKtU4CIK,0.0383,1.0,154.204,4,0.201,96,307853,12,79,5844411,1,['3gd8FJtBJtkRxdfbTu19U2']
1,0.00487,Katy Perry,2013-08-24,0.554,0.772,6.6e-06,223546,0.354,-4.821,0,Roar,75,2013-10-18,6F5c58TMEs1byxUstkzVeM,0.0418,1.0,179.984,4,0.455,270,223546,9,88,16538165,1,['6jJ0s89eD6GaHleKKya26X']
0,0.00554,Enrique Iglesias,2013-08-17,0.78,0.74,1.33e-05,197733,0.0979,-5.31,1,Turn The Night Up,36,2014-01-01,4e3RCQgj1P4Fa7d86y2qT2,0.042,1.0,128.002,4,0.214,5,197733,9,81,9654673,1,['7qG3b048QCHVRO5Pv1T5lw']
1,0.365,Passenger,2013-08-17,0.479,0.545,0.0,252733,0.0963,-7.346,1,Let Her Go,76,2013-02-17,0JmiBCpWc1IAc0et7Xm7FL,0.0688,1.0,74.897,4,0.243,1,252733,8,77,2640811,1,['0gadJ2b9A4SKsB1RFkBb66']
2,0.146,Blake Shelton,2013-08-17,0.572,0.529,0.0,239506,0.335,-6.897,1,Mine Would Be You,58,2013-03-26,1zvQt99d5oTkEQLmSoO1yu,0.0282,1.0,139.876,4,0.321,247,239506,13,78,5367026,1,['1UTPBmNbXNTittyMJrNkvw']
0,0.0227,One Direction,2013-08-10,0.652,0.877,0.0,200106,0.0789,-2.986,1,Best Song Ever,77,2013-11-25,5T7ZFtCcOgkpjxcuaeZbw0,0.0465,1.0,118.491,4,0.486,109,200106,8,91,18321106,1,['4AK6F7OLvEQ5QYCBNiQWHq']
1,0.0154,Ariana Grande,2013-08-10,0.725,0.796,0.0,197600,0.354,-3.684,1,Baby I,56,2013-01-01,6EIsMa5lbvljYxqCkjZVDi,0.0326,1.0,101.976,4,0.517,1,197600,11,98,52248260,1,['66CXWjxzNUsdJxJ2JdwvnR']
2,0.31,Ellie Goulding,2013-08-10,0.559,0.777,0.0,231211,0.105,-5.031,1,Burn,65,2013-01-01,0xMd5bcWTbyXS7wPrBtZA6,0.0432,1.0,87.016,4,0.329,78,231211,12,84,8574831,1,['0X2BH1fck6amBIoJhDVmmJ']
3,0.344,Marc Anthony,2013-08-10,0.655,0.877,0.0,252346,0.349,-3.23,0,Vivir Mi Vida,74,2013-07-23,3QHMxEOAGD51PDlbFPHLyJ,0.0344,1.0,105.017,4,0.893,1,252346,10,81,4638904,1,['4wLXwxDeWQ8mtUIRPxGiD6']
4,0.0284,Kenny Chesney,2013-08-10,0.712,0.726,4.48e-05,362813,0.104,-7.346,1,When I See This Bar,45,2013-04-30,61w5i6NlAZXBa5FTTbDL0r,0.0248,1.0,111.069,4,0.558,426,362813,16,77,3185713,1,['3grHWM9bx2E9vwJCdlRv9O']
5,0.039,Emblem3,2013-08-10,0.71,0.925,0.0,222986,0.127,-3.329,1,Chloe (You're the One I Want),53,2013-07-26,036GQb6SETOJJG8BxJTNxc,0.0359,1.0,118.024,4,0.93,1,222986,9,48,263203,1,['1md9aYaJ6Qt1FHypXICB5V']
6,0.0407,Tim McGraw,2013-08-10,0.731,0.772,0.0,255480,0.449,-4.559,1,Southern Girl,52,2013-01-01,29AR5X5yKPd4DBIAiqUMDy,0.0258,1.0,110.04,4,0.928,361,255480,11,77,3345088,1,['6roFdX1y5BYSbp60OTJWMd']
0,0.0171,Danielle Bradbery,2013-08-03,0.456,0.637,0.0,209453,0.194,-4.773,1,The Heart Of Dixie,46,2013-01-01,5FgLLtrDU4Ex2ezB9anpH5,0.0354,1.0,155.95,4,0.436,6,209453,11,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
1,0.414,Sage The Gemini,2013-08-03,0.681,0.473,0.0,193200,0.0794,-5.733,0,Red Nose,67,2014-03-25,1KIQ0RscHwxXPJUvhuO5Bl,0.449,1.0,194.826,4,0.766,1,193200,12,70,715521,1,['6d47Z08T4snK50HgTEHo5Z']
2,0.000875,Demi Lovato,2013-08-03,0.576,0.86,0.0,196093,0.316,-3.913,1,Made In The USA,58,2013-01-01,6SjCa7LhEpPNiCxe3bLln4,0.0394,1.0,87.461,4,0.594,93,196093,9,87,18298582,1,['6S2OmqARrzebs0tKUEyXyp']
3,0.000297,Avenged Sevenfold,2013-08-03,0.58,0.916,0.0259,305906,0.126,-4.358,0,Hail to the King,75,2013-08-23,5anCkDvJ17aznvK5TED5uo,0.0387,1.0,118.004,4,0.683,20,305906,14,79,4261252,1,['0nmQIMXWTXfhgOBdNzhGOs']
4,0.0332,Fifth Harmony,2013-08-03,0.466,0.842,9.12e-06,193733,0.349,-2.937,1,Miss Movin' On,67,2013-07-16,0gL0Xf8CN95HmgfEYYLRZV,0.0513,1.0,75.0,4,0.418,1,193733,9,76,11538941,1,['1l8Fu6IkuTP0U5QetQJ5Xt']
5,0.15,John Mayer,2013-08-03,0.719,0.665,0.00092,253493,0.144,-8.589,1,Wildfire,62,2013-08-20,0QTCTu0CXv4X1JEE4gNpGv,0.0331,1.0,96.999,4,0.763,227,253493,10,84,4760870,1,['0hEurMDQu99nJRq8pTxO14']
6,0.0639,Chris Young,2013-08-03,0.652,0.859,0.0,188706,0.0777,-3.746,1,Aw Naw,64,2013-09-16,53Dj5PCDhb22qWqmre3YQs,0.0358,1.0,109.971,4,0.491,118,188706,7,71,2000516,1,['4BYxqVkZyFjtik7crYLg5Q']
7,0.146,Rich Homie Quan,2013-08-03,0.846,0.497,0.0,261320,0.0733,-10.174,0,Type of Way,57,2013-04-30,07sOl7WsmCaUqaJaRn9Dss,0.419,1.0,134.875,4,0.796,1,261320,14,71,2233849,1,['5lHRUCqkQZCIWeX7xG4sYT']
0,0.05,JAY-Z,2013-07-27,0.863,0.705,2.21e-05,189013,0.524,-6.202,1,Tom Ford,52,2013-07-04,1PNGJBI1Lx0h8QCpkHKZLU,0.31,1.0,145.099,4,0.599,110,189013,14,87,5695383,1,['3nFkdlSjzX9mRTtwJOzDYB']
1,0.043,Justin Timberlake,2013-07-27,0.588,0.664,4.3e-05,353160,0.639,-5.18,1,Take Back the Night,53,2013-09-27,0a4ZGSRZOgspQy2HYzU82l,0.159,1.0,106.502,4,0.333,204,353160,17,84,9818714,1,['31TPClRtHm23RisEBtV3X7']
2,0.0171,JAY-Z,2013-07-27,0.525,0.74,6.52e-05,245786,0.249,-5.383,1,Picasso Baby,40,2013-07-04,6DlJZmRXDfHzGzAVo1yjfP,0.295,1.0,85.8,4,0.662,110,245786,13,87,5695383,1,['3nFkdlSjzX9mRTtwJOzDYB']
3,0.126,Karmin,2013-07-27,0.667,0.619,0.0,198906,0.101,-4.933,1,Acapella,61,2014-03-21,6RjW45KHJ6kgI2xQ1aFa52,0.151,1.0,169.865,4,0.427,31,198906,9,58,514566,1,['4M0DLz8te9Q1lNIXBBwvfG']
4,0.0141,JAY-Z,2013-07-27,0.414,0.454,0.0462,274053,0.4,-9.33,1,Crown,41,2013-07-04,2tcatycPdcN1gMxA1V4heS,0.0589,1.0,117.147,4,0.07,110,274053,10,87,5695383,1,['3nFkdlSjzX9mRTtwJOzDYB']
0,0.121,Lorde,2013-07-20,0.674,0.428,0.0,190185,0.132,-9.504,1,Royals,76,2013-09-27,2dLLR6qlu5UJ5gk0dKz0h3,0.122,1.0,84.878,4,0.337,1,190185,10,81,6596969,1,['163tK9Wjr9P9DmM0AVK7lm']
1,0.0256,Sheryl Crow,2013-07-20,0.522,0.571,1.14e-06,253360,0.0757,-5.567,1,Easy,40,2013-09-03,2n5bpmhEqlMJ2jgvWAwD9N,0.0245,1.0,169.994,4,0.608,78,253360,14,70,697232,1,['4TKTii6gnOnUXQHyuo9JaD']
2,0.0138,Krewella,2013-07-20,0.499,0.843,0.0,206480,0.124,-2.224,1,Live for the Night,51,2013-09-20,457p7UH7hoHrbA2iI4PSCA,0.113,1.0,127.932,4,0.533,21,206480,8,67,831167,1,['0Cd6nHYwecCNM1sVEXKlYr']
0,0.052,Eli Young Band,2013-07-13,0.528,0.856,0.0,219213,0.0988,-4.605,1,Drunk Last Night,56,2013-01-01,4hnK8P3v7kE7T4PMBYwRhu,0.0351,1.0,87.019,4,0.572,68,219213,7,66,602325,1,['6eKWqnckwdIlSnjaYgIyxv']
1,0.0038,Avicii,2013-07-13,0.532,0.783,0.0012,247426,0.161,-5.697,1,Wake Me Up,83,2013-01-01,0nrRP2bk19rLc0orkWPQk2,0.0523,1.0,124.08,4,0.643,21,247426,12,86,18395089,1,['1vCWHaC5f2uS3yhpwWbIA6']
2,0.00646,Lee Brice,2013-07-13,0.54,0.86,0.0,207893,0.629,-5.763,1,Parking Lot Party,58,2012-04-24,4HFNGbVmsMV5lHUvDuXLkl,0.081,1.0,171.72,4,0.856,84,207893,7,76,1368312,1,['5Zq7R5qmi58ByYyBQTlNuk']
3,0.165,Lady A,2013-07-13,0.678,0.72,5.73e-06,288800,0.114,-6.034,1,Goodbye Town,40,2013-01-01,1qDahv56bbyCytqvnvY2Yp,0.027,1.0,95.027,4,0.538,1,288800,8,74,3085296,1,['32WkQRZEVKSzVAAYqukAEA']
0,0.0654,OneRepublic,2013-07-06,0.664,0.705,0.0,257839,0.115,-4.972,0,Counting Stars,74,2014-01-01,6sy3LkhNFjJWlaeSMNwQ62,0.0382,1.0,122.017,4,0.477,158,257839,8,86,10861273,1,['5Pwc4xIPtQLFEnJriah9YJ']
1,0.165,Kanye West,2013-07-06,0.506,0.59,1.09e-05,256093,0.096,-4.322,1,New Slaves,63,2013-06-18,4cAgkb0ifwn0FSHGXnr4F6,0.076,1.0,141.099,4,0.359,186,256093,9,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
2,0.0011,Kanye West,2013-07-06,0.766,0.809,0.0,188013,0.168,-6.123,1,Black Skinhead,74,2013-06-18,722tgOgdIbNe3BEyLnejw4,0.279,1.0,130.127,4,0.325,186,188013,7,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
3,0.0146,Danielle Bradbery,2013-07-06,0.536,0.832,7.76e-05,197200,0.438,-5.186,1,Born To Fly - The Voice Performance,23,2013-01-01,1rIusB0mmJglKOFmV1iMft,0.0642,1.0,100.037,4,0.516,5,197200,8,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
4,0.521,John Mayer,2013-07-06,0.658,0.475,0.0067,257386,0.176,-11.703,1,Paper Doll,59,2013-08-20,5FDh0G5oQ2UD9JxWiDCT1x,0.0292,1.0,153.851,4,0.685,226,257386,13,84,4760870,1,['0hEurMDQu99nJRq8pTxO14']
5,0.0165,Britney Spears,2013-07-06,0.69,0.568,6.98e-06,257493,0.111,-4.501,1,"Ooh La La (from ""The Smurfs 2"")",47,2013-06-17,7bpvfjoneSQvW0tbtVm1Jk,0.0525,1.0,128.059,4,0.728,229,257493,11,83,7944501,1,['26dSoYclwsYLMAKD3tpOr4']
6,0.395,Kanye West,2013-07-06,0.397,0.69,0.0,359800,0.101,-4.108,0,Blood On The Leaves,66,2013-06-18,42GcjriRK6srwHkfbkBqVl,0.195,1.0,172.073,4,0.36,186,359800,16,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
7,0.0118,Michelle Chamuel,2013-07-06,0.517,0.572,0.0,196586,0.0733,-5.329,1,Why - The Voice Performance,7,2013-01-01,0eRdvRqJTPGZmdFftzF6Sx,0.0263,1.0,93.969,4,0.08,2,196586,7,20,6389,1,['6AXr7aXrJYFI3XjslAWDPY']
8,0.0794,The Swon Brothers,2013-07-06,0.464,0.772,0.0,197426,0.148,-3.836,0,I Can’t Tell You Why - The Voice Performance,10,2013-01-01,2bvxIrwSsQiaHOePGrjnJ9,0.0372,1.0,169.878,4,0.404,2,197426,10,45,38321,1,['1nf0nRF0W4ybnJdda00pKY']
0,0.128,The Swon Brothers,2013-06-29,0.519,0.555,0.0,205640,0.133,-5.917,1,Danny’s Song - The Voice Performance,23,2013-01-01,2QDx0OJsKHrrjkHbfyP3pv,0.0305,1.0,139.796,4,0.36,1,205640,8,45,38321,1,['1nf0nRF0W4ybnJdda00pKY']
1,0.000157,Austin Mahone,2013-06-29,0.632,0.784,3.6e-05,203344,0.037,-7.457,1,What About Love,52,2014,52vS7mJ0a70Z4uRCfl8SjH,0.0393,1.0,100.019,4,0.278,1,203344,10,66,1773192,1,['04abdnqPQe2N4fjztDea6z']
2,0.00714,Danielle Bradbery,2013-06-29,0.374,0.692,0.00159,216413,0.0698,-4.545,1,Who I Am - The Voice Performance,28,2013-01-01,41IWskPv7SMaeJTyV0fVhz,0.033,1.0,83.39,4,0.406,4,216413,8,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
3,0.61,Jack Johnson,2013-06-29,0.899,0.399,1.52e-05,179346,0.0923,-6.553,1,I Got You,64,2013-01-01,12jjuxN1gxlm29cqL5M6MW,0.038,1.0,98.067,4,0.544,74,179346,9,82,2973992,1,['3GBPw9NK25X1Wt2OUvOwY3']
4,0.00385,Florida Georgia Line,2013-06-29,0.523,0.954,1.65e-06,215120,0.243,-3.051,1,Round Here,65,2012-01-01,5T6DM9qjjngWnukcw0svkX,0.0374,1.0,141.982,4,0.901,21,215120,6,82,4009170,1,['3b8QkneNDz4JHKKKlLgYZg']
5,0.0106,The Swon Brothers,2013-06-29,0.232,0.747,0.0,217453,0.749,-4.914,0,Turn The Page - The Voice Performance,12,2013-01-01,33HsGrbLFuVLg18e1zJ1Gc,0.0421,1.0,159.388,4,0.325,1,217453,9,45,38321,1,['1nf0nRF0W4ybnJdda00pKY']
6,0.00837,Danielle Bradbery,2013-06-29,0.502,0.554,0.00652,218293,0.101,-5.941,1,Please Remember Me - The Voice Performance,21,2013-01-01,0yOqU2Ix7ficDZCT4z8vVk,0.0261,1.0,76.048,4,0.312,4,218293,10,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
7,0.768,Amber Carrington,2013-06-29,0.498,0.47,0.0,189266,0.162,-4.307,1,Sad - The Voice Performance,14,2013-01-01,0CCznGZ23ARzsnbTu4QlzU,0.0301,1.0,114.015,4,0.377,1,189266,8,21,866,1,['6YdYhEJqzEypHPI4KA0KyF']
8,0.117,Thomas Rhett,2013-06-29,0.543,0.837,0.0,186080,0.0872,-6.448,1,It Goes Like This,63,2013-01-01,6GsAD8PgHxmEuIPTG8GP3M,0.0608,1.0,168.056,4,0.506,5,186080,10,80,3585439,1,['6x2LnllRG5uGarZMsD4iO8']
0,0.00882,Miley Cyrus,2013-06-22,0.613,0.622,0.0,231240,0.37,-5.794,0,We Can't Stop,79,2013-10-04,2y4lAQpi5VTNLu2ldeTdUH,0.0334,1.0,80.003,4,0.484,136,231240,10,89,12991664,1,['5YGY8feqx7naU7z4HrwZM6']
1,0.0959,Cassadee Pope,2013-06-22,0.465,0.772,1.04e-05,215640,0.167,-3.932,0,Wasting All These Tears,68,2013-01-01,25zXRQGuwYZdIp88fVZOPC,0.0378,1.0,155.83,4,0.257,5,215640,11,63,199413,1,['7ahuvq1mbb4idwG1iJbSFG']
2,0.073,Selena Gomez,2013-06-22,0.722,0.821,0.0,210293,0.631,-3.856,0,Slow Down,64,2013-01-01,2OsEJFTfzfjG4oC92cuP2c,0.165,1.0,127.944,4,0.721,17,210293,11,90,23191341,1,['0C8ZW7ezQVs4URX5aX7Kqx']
3,0.0418,Michelle Chamuel,2013-06-22,0.598,0.586,0.0,206306,0.0918,-4.945,1,I Knew You Were Trouble - The Voice Performance,12,2013-01-01,0GrAOvAXTH1EHMHV4ZSjgV,0.0463,1.0,77.055,4,0.715,1,206306,6,20,6389,1,['6AXr7aXrJYFI3XjslAWDPY']
4,0.0495,The Neighbourhood,2013-06-22,0.612,0.807,0.0177,240400,0.101,-2.81,1,Sweater Weather,86,2013-04-19,2QjOHCTQ1Jl3zawyYOpxh6,0.0336,1.0,124.053,4,0.398,1,240400,7,85,4621480,1,['77SW9BnxLY8rJ0RciFqkHh']
0,0.0239,Danielle Bradbery,2013-06-15,0.469,0.638,0.000652,203400,0.29,-5.928,1,Grandpa (Tell Me ‘Bout The Good Old Days) - The Voice Performance,28,2013-01-01,54R5JFQoVYfXopXQwsf5vR,0.0317,1.0,201.49,4,0.404,3,203400,12,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
1,0.153,Tyler Farr,2013-06-15,0.487,0.667,0.0,216040,0.161,-4.216,0,Redneck Crazy,59,2013-09-27,4lcXNTm9JrQpJYXqsENmFI,0.0309,1.0,145.854,4,0.463,1,216040,13,60,551044,1,['3vHV92ecrylnUHDM4d2MtC']
2,0.0126,Justin Moore,2013-06-15,0.626,0.805,0.0,180720,0.156,-5.81,1,Point At You,49,2013-01-01,5ZMFVgZSYvbq3SmgRwaGMa,0.0449,1.0,116.03,4,0.882,84,180720,8,69,1258570,1,['30e8DmahrEamvLbFRPdWmk']
0,0.151,Zach Sobiech,2013-06-08,0.659,0.64,0.00477,179626,0.109,-6.544,1,Clouds,56,2012,1ad6CbExeZneBGswe5YuSD,0.0263,1.0,96.935,4,0.211,1,179626,6,47,11592,1,['1gPo4GYra6HG4nBHD1D3c5']
1,0.145,Maroon 5,2013-06-08,0.675,0.792,0.0,229813,0.12,-6.303,1,Love Somebody,59,2012-01-01,0HnaqUxvHP5LaWdmWwJpiS,0.0368,1.0,120.016,4,0.395,282,229813,9,90,27576712,1,['04gDigrS5kc9YWfZHwBETP']
2,0.0521,Various Artists,2013-06-08,0.554,0.899,0.0,227893,0.0568,-4.573,1,We Own It (Fast & Furious),62,2013-01-01,00QyLmjxaSEE8qIZQjBXBj,0.408,1.0,171.966,4,0.552,2,227893,8,88,15281863,2,"['17lzZA2AlOHwCwFALHttmp', '137W8MRPWKqSmrBGDBFSop']"
3,0.0176,Danielle Bradbery,2013-06-08,0.538,0.742,2.16e-06,194666,0.0808,-5.122,1,"Heads Carolina, Tails California - The Voice Performance",31,2013-01-01,4qfgfiULHmM4z07KoLvSQv,0.0415,1.0,136.709,4,0.618,2,194666,10,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
4,0.0246,A$AP Ferg,2013-06-08,0.841,0.733,0.0,283693,0.174,-5.077,1,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",71,2013-08-19,7xVLFuuYdAvcTfcP3IG3dS,0.142,1.0,130.009,4,0.284,1,283693,12,86,18077944,5,"['5dHt1vcEm9qb8fCyLcB3HL', '13ubrt8QOOCPljQ2FL1Kca', '6vXTefBL93Dj5IqAWq6OTv', '0I5HubncQ8E1MFZOlPDY4J', '5IcR3N7QB1j6KBL8eImZ8m']"
0,0.0412,Bruno Mars,2013-06-01,0.874,0.692,7.24e-05,178560,0.324,-5.28,0,Treasure,77,2012-12-07,55h7vJchibLdUkxdlX3fK7,0.0431,1.0,116.017,4,0.937,203,178560,7,90,27253531,1,['0du5cEVh5yTK9QJze8zA0C']
1,0.0228,Fergie,2013-06-01,0.704,0.609,0.000509,230466,0.375,-4.602,1,A Little Party Never Killed Nobody (All We Got) - Connor Cruise + Chebacca Remix,19,2013-01-01,4fjuB3sxvaknae1wkNTIcm,0.302,1.0,130.076,4,0.704,122,230466,9,74,4482016,3,"['3r17AfJCCUqC9Lf0OAc73G', '3ZotbHeyVQKxQCPDJuQ4SU', '53sIBaVjXQhfH89Vu6nEGh']"
2,0.526,Candice Glover,2013-06-01,0.628,0.558,7.82e-05,177053,0.171,-5.872,0,I Am Beautiful,28,2013-01-01,2jKrwn5GUuLUmO7dNUMc5c,0.0343,1.0,139.853,4,0.202,1,177053,9,23,10489,1,['1rHf7vRCsDRBkbA1XGT9e1']
3,0.239,Keith Urban,2013-06-01,0.619,0.882,0.0,205706,0.033,-5.99,1,Little Bit Of Everything,51,2013-01-01,1J8j3IeJz1HXoHF59LoP4h,0.0912,1.0,159.98,4,0.897,413,205706,8,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf']
4,0.043,Kelly Clarkson,2013-06-01,0.6,0.787,0.0,258906,0.358,-5.163,1,People Like Us,47,2012-11-19,6tFeZgmfkspHPH33MWe3m0,0.0366,1.0,127.977,4,0.608,437,258906,11,80,6964940,1,['3BmGtnKgCSGYIUhmivXKWX']
0,0.0354,Randy Houser,2013-05-25,0.526,0.801,3.17e-06,193773,0.0637,-3.717,1,Runnin' Outta Moonlight,66,2013-01-22,6enPOmd3vSFpI4jjms8kXN,0.0393,1.0,172.024,4,0.769,45,193773,7,64,735409,1,['56x8mYvS3cyDGAi8N2FxbB']
1,0.0714,Danielle Bradbery,2013-05-25,0.465,0.733,2.33e-05,202600,0.0955,-4.825,1,Maybe It Was Memphis - The Voice Performance,30,2013-01-01,5wOyNyVoLhGVEbRHf8W2pp,0.0348,1.0,147.944,4,0.364,1,202600,9,62,204333,1,['5iqStkZi6QmG8sgQZQrfGN']
2,0.0471,Easton Corbin,2013-05-25,0.491,0.841,0.0,163066,0.0886,-3.579,1,All Over The Road,61,2012-01-01,6XD3HMATLswheYevIfKkSi,0.0421,1.0,199.851,4,0.721,71,163066,7,61,704581,1,['070kGpqtESdDsLb3gdMIyx']
0,0.0158,Billy Currington,2013-05-18,0.548,0.673,0.0,200533,0.0794,-5.29,1,Hey Girl,58,2013-01-01,4CcrLWFQY4dRGMbUR59cSp,0.0268,1.0,81.947,4,0.652,170,200533,7,71,1872302,1,['1By9QBFnjZAoI83BZppHlt']
1,0.27,Carrie Underwood,2013-05-18,0.514,0.742,1.7e-06,246453,0.085,-2.525,1,See You Again,54,2012-05-01,7jP7iCJ1cXVXYHWIkYtP6d,0.0258,1.0,101.0,4,0.47,343,246453,7,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj']
2,0.000176,Capital Cities,2013-05-18,0.655,0.819,0.00374,192789,0.104,-4.852,1,Safe And Sound,79,2013,6Z8R6UsFuGXGtiIxiD8ISb,0.0316,1.0,117.956,5,0.766,1,192789,11,69,701068,1,['4gwpcMTbLWtBUlOijbVpuu']
0,0.0143,Ciara,2013-05-11,0.577,0.576,0.0,234040,0.602,-6.299,1,Body Party,64,2013-07-05,0rFZaQ4crlGAzuCjWCQ2xu,0.0563,1.0,133.973,4,0.12,42,234040,11,75,4592785,1,['2NdeV5rLm47xAvogXrYhJX']
1,0.00502,Sara Bareilles,2013-05-11,0.551,0.836,2.1e-05,220573,0.0425,-3.838,0,Brave,72,2013-07-16,6Uy6K3KdmUdAfelUp0SeXn,0.0524,1.0,185.063,4,0.758,64,220573,10,74,1516776,1,['2Sqr0DXoaYABbjBo9HaMkM']
2,0.262,Lana Del Rey,2013-05-11,0.324,0.416,3.69e-05,236053,0.11,-8.92,0,Young And Beautiful,77,2013-01-01,2nMeu6UenVvwUktBCpLMK9,0.0368,1.0,113.986,4,0.151,2,236053,13,87,11398905,1,['00FQb4jTyendYWaN8pK0wa']
3,0.0888,Zac Brown Band,2013-05-11,0.697,0.82,0.0,180813,0.143,-5.108,1,Jump Right In,55,2012-07-06,0Pmqh6inLb9GP9FT43rvxL,0.0575,1.0,104.022,4,0.655,192,180813,7,77,2365647,1,['6yJCxee7QumYr820xdIsjo']
0,0.0525,Jason Derulo,2013-05-04,0.561,0.836,0.0,226986,0.136,-3.939,1,The Other Side,60,2013-09-10,5FljCWR0cys07PQ9277GTz,0.1,1.0,127.923,4,0.517,120,226986,10,91,8374925,1,['07YZf4WDAMNwqr4jfgOZ8y']
1,0.00311,Miguel,2013-05-04,0.379,0.608,0.000614,272986,0.248,-7.011,0,How Many Drinks?,58,2012-09-28,5ctk3VJoHoURSiwkCJn2bf,0.134,1.0,81.822,4,0.241,71,272986,9,81,3053636,1,['360IAlyVv4PCEVjgyMZrxK']
0,0.0035,Various Artists,2013-04-27,0.861,0.742,0.0,194960,0.0643,-3.292,0,Gentleman,57,2020-06-12,26spalP6x2gUAab8rwB8dQ,0.148,1.0,126.01,4,0.655,2,194960,11,63,1119711,1,['2dd5mrQZvg6SmahdgVKDzh']
1,0.0285,Luke Bryan,2013-04-27,0.526,0.816,0.0,234760,0.22,-4.009,1,Crash My Party,61,2013-01-01,6GBUsjHfZuweYf5lQEz6mP,0.0421,1.0,144.032,4,0.414,172,234760,12,80,5802086,1,['0BvkDsjIUla7X0k6CSWh1I']
2,0.0539,Hunter Hayes,2013-04-27,0.562,0.878,0.0,236865,0.112,-4.806,1,I Want Crazy - Encore,64,2011,4FkgULes13bk2eHrsJg4q9,0.0387,1.0,103.029,4,0.558,79,236865,12,67,1011976,1,['7H6dkUChT5EoOQtUVMg4cN']
3,0.0101,Selena Gomez,2013-04-27,0.546,0.787,0.00021,231986,0.0809,-4.1,0,Come & Get It,69,2013-01-01,6LoQHIo74tOzQ8EsLEkhgF,0.0517,1.0,79.979,4,0.573,9,231986,6,90,23191341,1,['0C8ZW7ezQVs4URX5aX7Kqx']
4,0.0111,Avril Lavigne,2013-04-27,0.482,0.873,0.0,214320,0.409,-3.145,1,Here's to Never Growing Up,69,2013-11-01,0qwcGscxUHGZTgq0zcaqk1,0.0853,1.0,165.084,4,0.737,199,214320,12,80,6381677,1,['0p4nmQO2msCgU4IF37Wi3j']
5,0.0098,Paramore,2013-04-27,0.602,0.923,0.0,216013,0.0561,-3.763,1,Still into You,76,2013-04-05,1yjY7rpaAQvKwpdUliHx0d,0.044,1.0,136.01,4,0.765,103,216013,7,81,5495142,1,['74XFHRwlV6OrjEM0A2NCMF']
6,0.0635,We The Kings,2013-04-27,0.635,0.731,8.8e-05,245511,0.165,-7.881,1,Just Keep Breathing,40,2013-01-01,4sOLr3sR4pbDzNdLQUiesp,0.0367,1.0,119.974,4,0.329,1,245511,12,69,1085701,1,['3ao3jf5d70Tf4fPh2bnXVl']
7,0.217,Scotty McCreery,2013-04-27,0.497,0.816,0.0,226320,0.171,-6.489,1,See You Tonight,56,2013-01-01,54RCDE1TAewECyX4WDUVm1,0.0563,1.0,169.966,4,0.512,34,226320,7,65,654101,1,['6ZV6lGY0prbqpTD0Md8i29']
0,0.0419,Chris Brown,2013-04-20,0.654,0.731,0.0,213200,0.122,-4.767,0,Fine China,61,2014-09-16,0yz2J4wsXFCjMjpJ6A74yV,0.0568,1.0,104.002,4,0.59,269,213200,10,92,12475372,1,['7bXgB6jMjp9ATFy66eO08Z']
1,0.0663,Jonas Brothers,2013-04-20,0.677,0.977,0.0,198053,0.281,-2.198,0,Pom Poms,40,2013-04-02,4ZtnkM504iN0eeCLfGew2W,0.0902,1.0,148.006,4,0.902,102,198053,10,82,4632961,1,['7gOdHgIoIKoe4i9Tta6qdD']
2,0.000758,Little Mix,2013-04-20,0.742,0.878,8.88e-05,221720,0.286,-3.127,0,Wings,69,2012-11-19,3180WDzph4WrS4sLSNcGfa,0.128,1.0,114.965,4,0.564,1,221720,8,85,8110917,1,['3e7awlrlDSwF3iM0WBjGMp']
0,0.000539,Fall Out Boy,2013-04-13,0.562,0.964,1.57e-06,244960,0.579,-2.991,0,The Phoenix,61,2013-01-01,53AuxddsgPSlqM619nJhSd,0.072,1.0,138.063,4,0.41,166,244960,8,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX']
1,0.562,Ed Sheeran,2013-04-13,0.592,0.637,0.0,185093,0.13,-8.48,1,Lego House,71,2011-09-09,5ubHAQtKuFfiG4FXfLP804,0.0992,1.0,159.701,4,0.565,34,185093,9,93,71450817,1,['6eUKZXaKkcviH0Ku9w2n3V']
