name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year
Running Out Of Reasons,The Wanted,6rQeXmuuuu8esrflY6RgXR,0.625,0.6509999999999999,-3.745,1,0.026000000000000002,0.113,0.0,0.0576,0.259,100.426,225946,4,9,0,,23,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],6,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Almost Is Never Enough - Soundtrack Version,Various Artists,6YbDAwAzXrijLm3AQ9nBrv,0.414,0.285,-8.644,1,0.0372,0.835,0.0,0.0798,0.395,82.544,210200,4,8,0,,29,2013-01-01,14,100,53534897,2,"['66CXWjxzNUsdJxJ2JdwvnR', '2Rf4X6m0oayCJhaJ5K63GQ']",2,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
Touch and Go,Ed Sheeran,763p5nkQytkOE7xmsFyu8y,0.812,0.542,-5.403,0,0.0444,0.294,6.92e-05,0.141,0.733,110.26799999999999,240986,4,11,0,,50,2013-01-01,79,93,72259425,1,['6eUKZXaKkcviH0Ku9w2n3V'],7,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2013
Tears In The Rain,The Weeknd,5oAOK7xCJD8hzp9PuxjULL,0.655,0.636,-7.84,1,0.0453,0.109,0.237,0.0842,0.185,160.01,444653,4,21,0,,53,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],1,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
The Love Club,Lorde,2yrJ1jWo3HLksJFUqUsZE4,0.794,0.493,-7.257000000000001,1,0.0563,0.212,0.0133,0.13,0.626,92.02600000000001,201433,4,9,0,,68,2013-01-01,14,81,6681616,1,['163tK9Wjr9P9DmM0AVK7lm'],5,163tK9Wjr9P9DmM0AVK7lm,Lorde,2013
Ribs,Lorde,0TEekvXTomKt3hdXDZxxeW,0.511,0.47200000000000003,-9.277000000000001,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4,10,0,,77,2013-01-01,14,81,6681616,1,['163tK9Wjr9P9DmM0AVK7lm'],4,163tK9Wjr9P9DmM0AVK7lm,Lorde,2013
Im so Paid,Various Artists,2bkb8Ij0rhaAh6Vq0R31IK,0.623,0.8690000000000001,-4.821000000000001,1,0.22899999999999998,0.127,0.0,0.0506,0.531,91.897,277211,4,13,0,,44,2013-01-01,195,91,13953117,3,"['0z4gvV4rjIZ9wHck67ucSV', '4yBK75WVCQXej1p04GWqxH', '55Aa2cqylxrFIXC767Z865']",11,0z4gvV4rjIZ9wHck67ucSV,Akon,2013
Kangaroo Court,Capital Cities,1leXuBiWQMgbvOIIedqbLB,0.76,0.579,-5.079,0,0.0388,0.00715,0.000679,0.0304,0.975,99.979,223186,4,9,0,,65,2013-01-01,0,69,704182,1,['4gwpcMTbLWtBUlOijbVpuu'],5,4gwpcMTbLWtBUlOijbVpuu,Capital Cities,2013
Adaptation,The Weeknd,4pHQ9RYFhn3W0ha5KEuMnj,0.642,0.79,-6.8,0,0.0681,0.151,0.000583,0.305,0.613,114.96,283933,4,10,0,,53,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],11,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
305 To My City,Drake,5ThJAPtuOCTV8owZUop495,0.419,0.495,-8.781,0,0.348,0.055999999999999994,0.0,0.14400000000000002,0.132,67.622,255853,5,10,0,,50,2013-01-01,295,99,50833373,2,"['3TVXtAsR1Inumwj472S9r4', '4sglKanXuoU0gqGYP3wiNv']",4,3TVXtAsR1Inumwj472S9r4,Drake,2013
Love In The Sky,The Weeknd,3WKYPmiPpJas9j5Aari5iK,0.644,0.736,-6.862,0,0.0514,0.16,0.000156,0.6,0.34700000000000003,115.03200000000001,267920,4,10,0,,59,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],9,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
Out Like That,Luke Bryan,7mqltiof519WEup2CsauF3,0.59,0.9329999999999999,-3.511,1,0.0767,0.0139,0.0,0.335,0.644,119.99600000000001,197973,4,9,0,,47,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],11,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
Connect,Drake,4K3BhUMfBHZuUfeC3kbhrQ,0.6829999999999999,0.49,-9.469,0,0.135,0.406,0.0,0.132,0.465,75.03,296413,4,12,0,,52,2013-01-01,295,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake,2013
Professional,The Weeknd,5ZicFGBDAi9J2YCVesboUp,0.405,0.619,-8.92,0,0.0615,0.162,0.000334,0.0788,0.23399999999999999,120.09200000000001,368720,4,11,0,,60,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],11,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
Gunwalk,Lil Wayne,4iQLJCvthLGQDXFYkfAXbG,0.818,0.6659999999999999,-6.975,1,0.335,0.0189,0.0,0.0673,0.473,140.045,271040,4,12,0,,51,2013-01-01,374,91,9787228,2,"['55Aa2cqylxrFIXC767Z865', '7s47glsDg6fwq9KXNTsTpa']",0,55Aa2cqylxrFIXC767Z865,Lil Wayne,2013
Rich As Fuck,Lil Wayne,3Eq7yD58dIXqOgw1j7NFhY,0.612,0.593,-6.294,1,0.45799999999999996,0.0395,0.0,0.484,0.883,130.583,223173,4,7,0,,63,2013-01-01,374,91,15640461,2,"['55Aa2cqylxrFIXC767Z865', '17lzZA2AlOHwCwFALHttmp']",1,55Aa2cqylxrFIXC767Z865,Lil Wayne,2013
Blood Brothers,Luke Bryan,4ggPIxXwOWReIBfyCVW8QI,0.54,0.7240000000000001,-4.8839999999999995,1,0.0446,0.16,3.35e-05,0.0341,0.5489999999999999,80.992,243466,4,10,0,,47,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],6,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
Ashley,Big Sean,34Dk0bzjsXFDluNOgCwBAM,0.625,0.915,-5.2139999999999995,0,0.15,0.0936,0.0,0.273,0.39,117.914,260320,4,10,0,,47,2013-01-01,78,87,10953709,2,"['0c173mlxpT3dSFRgMO8XPh', '360IAlyVv4PCEVjgyMZrxK']",4,0c173mlxpT3dSFRgMO8XPh,Big Sean,2013
Suntan City,Luke Bryan,2HiXyVv2tfjIGJh02brVDY,0.6629999999999999,0.884,-4.562,1,0.0297,0.00245,2.05e-06,0.0977,0.919,117.00399999999999,234360,4,9,0,,48,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],8,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
If You Ain't Here To Party,Luke Bryan,7mu21H4g5sGUX7n3tGsGig,0.49700000000000005,0.9079999999999999,-4.332,1,0.0434,0.0279,0.0,0.317,0.802,160.049,233226,4,9,0,,49,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],0,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
She Keeps Me Warm,Mary Lambert,4Yb6G9OWgGBmfOpxcFxp6P,0.5710000000000001,0.519,-7.332999999999999,1,0.0358,0.193,4.1899999999999995e-05,0.10300000000000001,0.34299999999999997,144.596,231520,4,11,0,,51,2013-01-01,0,59,101434,1,['5Z2NUZiY3FA00HKu5WTMhA'],1,5Z2NUZiY3FA00HKu5WTMhA,Mary Lambert,2013
I Wanna Be With You,DJ Khaled,2EAHXJbcFLmREbJCTv2RnD,0.722,0.6509999999999999,-3.931,1,0.126,0.13,0.0,0.21899999999999997,0.405,127.801,252680,4,12,0,,45,2013-01-01,93,93,38456701,4,"['0QHgL1lAIqAw0HtD7YldmP', '0hCNtLu0JehylgoiP8L4Gh', '1RyvyyTE3xzB2ZywiAwp0i', '1sBkRIssrMs1AbVkOJbc7a']",7,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,2013
I'm A Freak,Enrique Iglesias,4P9J3tJZr0WE404GFOraLt,0.7070000000000001,0.812,-3.2230000000000003,1,0.0626,0.0421,0.0,0.136,0.784,127.96799999999999,218693,4,10,0,,53,2013-01-01,195,86,17708791,2,"['7qG3b048QCHVRO5Pv1T5lw', '0TnOYISbd1XYRBk9myaseg']",5,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,2013
Beer In The Headlights,Luke Bryan,1eFiehZXXGbxfkZx9mraUj,0.45399999999999996,0.96,-2.7769999999999997,0,0.0953,0.0141,0.0,0.337,0.515,153.94799999999998,171866,4,9,0,,49,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],11,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
Dirt Road Diary,Luke Bryan,44CrEafj3AU5cquvEi1tBg,0.53,0.841,-4.22,1,0.0432,0.267,0.0,0.0909,0.52,146.703,211013,4,9,0,,49,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],8,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
Never Surrender,DJ Khaled,7t30XQp7B6fu32CjENcDBq,0.47,0.8029999999999999,-5.232,1,0.196,0.11699999999999999,0.0,0.114,0.484,76.654,385840,4,15,0,,41,2013-01-01,93,85,19992149,7,"['0QHgL1lAIqAw0HtD7YldmP', '19KwjzvIL92r29IINtlPNP', '5pnbUBPifNnlusY8kTBivi', '20sxb77xiYeusSH8cVdatc', '0z4gvV4rjIZ9wHck67ucSV', '5y2Xq6xcjJb2jVM54GHK3t', '2DzRMyWgjuMbYvt5BLbpCo']",1,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,2013
Sometimes Love Just Ain't Enough,Charice,6MrDG2mrajvQqZBavSJbP6,0.414,0.26,-10.76,1,0.035,0.737,0.0,0.0828,0.17,83.652,267306,4,12,0,,57,2013-01-01,1,52,114398,1,['0AuZVHIr5WSEBbBLZwWwWc'],10,0AuZVHIr5WSEBbBLZwWwWc,Charice,2013
So Easy,Phillip Phillips,3qLntYODa6fXfUFFcCytbt,0.565,0.7190000000000001,-7.647,1,0.0276,0.201,1.28e-06,0.10400000000000001,0.426,89.976,220480,4,8,0,,43,2013-01-01,36,66,824120,1,['6p5JxpTc7USNnBnLzctyd4'],7,6p5JxpTc7USNnBnLzctyd4,Phillip Phillips,2013
Just Say Yes,Snow Patrol,7EEpVPYeW8Ycaw2SlP1u7f,0.535,0.883,-5.456,1,0.033,0.0214,1.17e-05,0.0276,0.253,108.02,281986,4,11,0,,48,2013-01-01,50,74,2112096,1,['3rIZMv9rysU7JkLzEaC5Jp'],9,3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,2013
Take My Drunk Ass Home,Luke Bryan,5N3S6ppQkYlWLd0WuOJUYz,0.643,0.8640000000000001,-3.969,1,0.047,0.12,0.0,0.32299999999999995,0.7809999999999999,117.98200000000001,202586,3,8,0,,50,2013-01-01,171,80,5851277,1,['0BvkDsjIUla7X0k6CSWh1I'],2,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2013
Pretty,The Weeknd,0ei3uNcwJOiUocuks1vWcb,0.58,0.685,-6.829,0,0.0394,0.0355,3.4200000000000005e-05,0.315,0.331,125.96799999999999,375400,4,11,0,,60,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],11,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Various Artists,3S1tTwSKIZgf4QGltFyCxM,0.575,0.5710000000000001,-9.291,0,0.10099999999999999,0.597,0.00015900000000000002,0.10800000000000001,0.0614,110.993,155586,4,6,0,,65,2013-01-01,14,81,6681616,1,['163tK9Wjr9P9DmM0AVK7lm'],11,163tK9Wjr9P9DmM0AVK7lm,Lorde,2013
Santa Baby,Ariana Grande,6YJdPrH3i2POzu7hdHIRrb,0.748,0.778,-5.752000000000001,1,0.13699999999999998,0.0501,0.0,0.284,0.777,95.98899999999999,170933,4,5,0,,73,2013-01-01,14,100,53074694,2,"['66CXWjxzNUsdJxJ2JdwvnR', '7pLntWGInZPQxc4kXxzzjB']",0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
You & I,Avant,01IyLgH29kt46qu8hdwf8G,0.55,0.524,-4.822,0,0.0327,0.14400000000000002,0.0,0.24,0.285,130.672,234400,4,9,0,,53,2013-01-01,101,60,1401738,2,"['0AunegKKH2ys98aLxq8G1A', '0KWcq2E8ejxp78jdfpCd4K']",3,0AunegKKH2ys98aLxq8G1A,Avant,2013
Bang Bang,will.i.am,3owESnQzGKXJhdZQDdXppK,0.805,0.657,-7.643,1,0.10800000000000001,0.0249,2.27e-05,0.0391,0.716,124.945,279066,4,12,0,,55,2013-01-01,50,77,3171469,1,['085pc2PYOi8bGKj0PNjekA'],7,085pc2PYOi8bGKj0PNjekA,will.i.am,2013
Amazing Grace,Alan Jackson,7zXFXjuYcNOAiOfLmS4ydL,0.526,0.145,-14.404000000000002,1,0.0282,0.88,0.000227,0.135,0.18899999999999997,74.72,244386,3,11,0,,49,2013-01-01,286,76,1380600,1,['4mxWe1mtYIYfP040G38yvS'],2,4mxWe1mtYIYfP040G38yvS,Alan Jackson,2013
Bad Girls,M.I.A.,6nzXkCBOhb2mxctNihOqbb,0.639,0.912,-2.6210000000000004,1,0.0615,0.00107,0.0,0.09699999999999999,0.34299999999999997,143.44799999999998,227520,4,11,0,,69,2013-01-01,0,78,963182,1,['0QJIPDAEDILuo8AIq3pMuU'],1,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,2013
Shot At The Night,The Killers,2aZ2Co4NeQRsqWcU930zHT,0.51,0.802,-4.9030000000000005,1,0.0561,0.0917,0.0136,0.109,0.24,185.92700000000002,242506,4,10,0,,64,2013-01-01,130,82,5657695,1,['0C0XlULifJtAgn6ZNCW2eu'],5,0C0XlULifJtAgn6ZNCW2eu,The Killers,2013
Just Another Girl,The Killers,3aVyHFxRkf8lSjhWdJ68AW,0.547,0.778,-4.529,1,0.0276,0.00011100000000000001,0.0136,0.138,0.16,136.98,262000,4,8,0,,65,2013-01-01,130,82,5657695,1,['0C0XlULifJtAgn6ZNCW2eu'],1,0C0XlULifJtAgn6ZNCW2eu,The Killers,2013
This Is How We Roll,Florida Georgia Line,2TR7A4ulH9R1PNwMyd8o8U,0.555,0.9309999999999999,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,220906,4,9,0,,69,2013-01-01,56,82,9899744,2,"['3b8QkneNDz4JHKKKlLgYZg', '0BvkDsjIUla7X0k6CSWh1I']",8,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,2013
How Long Will I Love You - Bonus Track,Ellie Goulding,0ZPfDxZn5O0L84wvPSN2iG,0.512,0.304,-9.19,1,0.0318,0.295,0.0006219999999999999,0.11800000000000001,0.172,126.07799999999999,154435,5,9,0,,62,2013-01-01,100,84,8649869,1,['0X2BH1fck6amBIoJhDVmmJ'],0,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,2013
I'm In A Hurry (And Don't Know Why),Various Artists,1h2vCbRUWpWnYEgb2hfQbi,0.556,0.978,-3.2910000000000004,1,0.0524,0.01,0.0,0.27399999999999997,0.6779999999999999,128.658,171093,4,10,0,,53,2013-01-01,56,82,4048467,1,['3b8QkneNDz4JHKKKlLgYZg'],7,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,2013
Stay - The Voice Performance,Amber Carrington,6qjJgZSKCuZ9rSH9DE5AX0,0.605,0.433,-5.4110000000000005,0,0.0314,0.758,0.0,0.188,0.0736,111.735,210120,4,8,0,,21,2013-01-01,0,21,879,1,['6YdYhEJqzEypHPI4KA0KyF'],11,6YdYhEJqzEypHPI4KA0KyF,Amber Carrington,2013
True Believers,Darius Rucker,1r5kIJWlpoxQPk7X4RF2iA,0.591,0.7490000000000001,-6.47,1,0.0453,0.018000000000000002,1.52e-05,0.11599999999999999,0.361,117.969,244720,4,13,0,,42,2013-01-01,110,71,1732271,1,['7FY5V3XMwlNBPitEjXowHQ'],7,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,2013
Take It Out On Me,Florida Georgia Line,4lJc3qljfM9Q67EnimdGUj,0.441,0.9209999999999999,-2.835,0,0.0431,0.0122,0.0,0.107,0.44299999999999995,164.063,208253,4,6,0,,52,2013-01-01,56,82,4048467,1,['3b8QkneNDz4JHKKKlLgYZg'],11,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,2013
Pieces,Gary Allan,2VPKVC79yT2xdSMJcpT8PV,0.581,0.848,-6.468999999999999,1,0.0374,0.00217,0.0,0.11,0.6,118.042,203493,4,6,0,,38,2013-01-01,150,62,747896,1,['37W8SKV5Vc8lcGtdyWCA5m'],9,37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,2013
Stay Ready (What A Life),Jhené Aiko,5nkUIVKqOqdpB6ApKgEMkv,0.34700000000000003,0.493,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887,382760,4,12,0,,63,2013-01-01,0,90,19685839,2,"['5ZS223C6JyBfXasXxrRqOk', '2YZyLoL8N0Wb9xBt1NhZWg']",8,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,2013
All of the Stars,Ed Sheeran,3Th56VIq2sEaEmPPETu7p5,0.54,0.557,-6.097,1,0.0259,0.00886,0.000182,0.307,0.287,75.035,237146,4,8,0,,58,2013-01-01,79,93,72259425,1,['6eUKZXaKkcviH0Ku9w2n3V'],11,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2013
This Is Love,will.i.am,7IohFKIwrb75c4XaqX7WWo,0.535,0.7959999999999999,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954,279026,4,12,0,,62,2013-01-01,50,77,3247178,2,"['085pc2PYOi8bGKj0PNjekA', '2d6W4cnC5XsVOaxtgaj9hA']",0,085pc2PYOi8bGKj0PNjekA,will.i.am,2013
Here's To Us,Kevin Rudolf,7eq7J8OQlvHZapHC04yWWg,0.603,0.8190000000000001,-6.016,1,0.0336,0.105,0.0,0.0839,0.561,95.994,237626,4,10,0,,38,2013-01-01,44,58,112981,1,['0Chxmm4XMM87mJOHvyiUzL'],7,0Chxmm4XMM87mJOHvyiUzL,Kevin Rudolf,2013
It Ain't The Whiskey,Gary Allan,3GjrA05cw03foxmroEQw08,0.41600000000000004,0.6729999999999999,-7.4510000000000005,0,0.0356,0.00481,2.37e-06,0.126,0.233,138.845,259773,4,10,0,,49,2013-01-01,150,62,747896,1,['37W8SKV5Vc8lcGtdyWCA5m'],4,37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,2013
A Couple Of Forevers,Chrisette Michele,2Vlk8O848wZuu9CLWnAYSb,0.494,0.452,-6.724,0,0.0308,0.193,0.0,0.08900000000000001,0.17300000000000001,116.29299999999999,237573,4,9,0,,51,2013-01-01,0,60,393583,1,['3YJMzGjAm245zwJooY7PEj'],10,3YJMzGjAm245zwJooY7PEj,Chrisette Michele,2013
Lavender Blue (Dilly Dilly),Various Artists,1VO400MnY5LKHNI1fiF01B,0.603,0.12300000000000001,-12.922,1,0.0906,0.88,0.0,0.28,0.7809999999999999,139.731,61600,3,2,0,,39,2013-01-01,0,66,47792,1,['0MHgLfmQdutffmvWe5XBTN'],0,0MHgLfmQdutffmvWe5XBTN,Burl Ives,2013
Somewhere Only We Know - The Voice Performance,Michelle Chamuel,3kTX6bpYqH6gIIajUNaiYv,0.41700000000000004,0.64,-4.563,1,0.0288,0.0219,8.900000000000001e-06,0.0807,0.213,171.855,222226,4,11,0,,17,2013-01-01,0,20,6403,1,['6AXr7aXrJYFI3XjslAWDPY'],1,6AXr7aXrJYFI3XjslAWDPY,Michelle Chamuel,2013
Kiss Land,The Weeknd,5idmfDT06TjCQ1SPDsa5qh,0.324,0.852,-6.675,0,0.109,0.0415,0.0,0.061,0.4,121.881,455333,4,20,0,,54,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],11,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
Bed Peace,Jhené Aiko,5Ck3e6z1bcSCes5gdo0Ddt,0.628,0.5660000000000001,-7.811,1,0.0575,0.26899999999999996,3.6700000000000004e-05,0.135,0.299,119.859,256079,4,13,0,,64,2013-01-01,0,84,10968298,2,"['5ZS223C6JyBfXasXxrRqOk', '73sIBHcqh3Z3NyqHKZ7FOL']",6,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,2013
Know Bout Me,Timbaland,0mcrxVVgQd6jUpLArEB4k6,0.7859999999999999,0.7190000000000001,-6.832000000000001,1,0.0513,0.0422,0.007790000000000001,0.33899999999999997,0.195,107.009,263346,4,13,0,,39,2013-01-01,114,99,58370053,4,"['5Y5TRrQiqgUO4S36tzjIRZ', '3nFkdlSjzX9mRTtwJOzDYB', '3TVXtAsR1Inumwj472S9r4', '5ooSG9S0glqP5ZrqqaHBvT']",2,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,2013
Mother Like Mine,The Band Perry,5CUuirqpnC9lOtudlcfh5Q,0.68,0.48,-5.987,1,0.0277,0.6920000000000001,0.0,0.0905,0.382,138.02200000000002,231293,4,9,0,,32,2013-01-01,132,63,1225888,1,['75FnCoo4FBxH5K1Rrx0k5A'],11,75FnCoo4FBxH5K1Rrx0k5A,The Band Perry,2013
I Wish I Could Break Your Heart,Cassadee Pope,4wrjIq1lskP8tZuQBEdcux,0.611,0.8420000000000001,-4.192,1,0.0333,0.127,0.0,0.0858,0.642,100.057,220413,4,8,0,,42,2013-01-01,4,63,200739,1,['7ahuvq1mbb4idwG1iJbSFG'],8,7ahuvq1mbb4idwG1iJbSFG,Cassadee Pope,2013
Really from Da Hood,Plies,4EvOeYs1gjXcUqtbC9P01f,0.706,0.665,-7.0089999999999995,1,0.48100000000000004,0.0697,0.0,0.109,0.846,180.236,195026,4,13,0,,50,2012-12-11,70,71,1214372,1,['3jksrX4oBklxR78ft8gv3j'],1,3jksrX4oBklxR78ft8gv3j,Plies,2012
No Love Allowed,Rihanna,4hXLxBb41Xs1KzCD0gfsC8,0.583,0.48200000000000004,-9.164,0,0.0987,0.36200000000000004,4.14e-05,0.0938,0.645,90.48299999999999,249133,4,11,0,,43,2012-12-11,601,92,39885422,1,['5pKCCKE2ajJHZ9KAiaK11H'],10,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Phresh Out The Runway,Rihanna,03cL2gI39EAUUEwpi3mIfr,0.691,0.866,-5.831,0,0.0729,0.000202,0.0,0.294,0.96,154.11700000000002,222413,4,10,0,,44,2012-12-11,601,92,39885422,1,['5pKCCKE2ajJHZ9KAiaK11H'],9,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Be Your Everything,Boys Like Girls,5X1VGqaNrpXC8HBPEA4uDT,0.501,0.833,-4.954,1,0.0334,0.0303,0.0,0.0788,0.68,148.035,210706,4,10,0,,57,2012-12-11,55,65,899441,1,['0vWCyXMrrvMlCcepuOJaGI'],10,0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,2012
Get It Over With,Rihanna,3NsVe4VhqzB2M0R282HJJB,0.419,0.465,-6.756,1,0.0312,0.7440000000000001,0.0,0.102,0.251,79.75,211893,4,10,0,,39,2012-12-11,601,92,39885422,1,['5pKCCKE2ajJHZ9KAiaK11H'],1,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Half Of Me,Rihanna,4bXImuY3OhNXhbQbVLFHKp,0.391,0.574,-5.912000000000001,1,0.0397,0.214,0.0,0.36,0.308,147.435,192853,4,7,0,,40,2012-12-11,601,92,39885422,1,['5pKCCKE2ajJHZ9KAiaK11H'],8,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Love Without Tragedy / Mother Mary,Rihanna,7I5iWxgkVGe4M9msr9BMp9,0.542,0.66,-6.4670000000000005,0,0.0357,0.0747,0.0,0.184,0.154,127.891,418866,4,16,0,,42,2012-12-11,601,92,39885422,1,['5pKCCKE2ajJHZ9KAiaK11H'],6,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Nobody's Business,Rihanna,0qJWmTaT1qvCq0brgx8k2P,0.741,0.6,-5.792000000000001,0,0.0412,0.0362,0.0,0.0562,0.515,109.23299999999999,216293,4,11,0,,46,2012-12-11,601,92,52468119,2,"['5pKCCKE2ajJHZ9KAiaK11H', '7bXgB6jMjp9ATFy66eO08Z']",1,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Numb,Rihanna,5EW2czprA3Pf7ctNFkoOdZ,0.7170000000000001,0.6970000000000001,-5.771,0,0.13699999999999998,0.013999999999999999,0.00125,0.131,0.379,129.042,205066,4,7,0,,44,2012-12-11,601,94,79214314,2,"['5pKCCKE2ajJHZ9KAiaK11H', '7dGJo4pcD2V6oG8kP0tJRR']",8,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Jump,Rihanna,5nUg4ZcXsUAPie730EgUYK,0.629,0.8190000000000001,-6.181,1,0.25,0.22899999999999998,0.0070599999999999994,0.16899999999999998,0.46799999999999997,162.048,264453,4,10,0,,45,2012-12-11,601,92,39885422,1,['5pKCCKE2ajJHZ9KAiaK11H'],0,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Stay - Album Version (Edited),Rihanna,4zzzZ1UNfr75ASG1lUE9L1,0.621,0.31,-10.164,0,0.0283,0.945,6.12e-05,0.11699999999999999,0.125,111.89299999999999,240706,4,7,0,,62,2012-12-10,577,92,40005540,2,"['5pKCCKE2ajJHZ9KAiaK11H', '1buzCmyYZE4kcdLRudsb8V']",9,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2012
Natalie,Bruno Mars,0inMKhbKWOTDA9UBUAKoU6,0.76,0.733,-6.704,1,0.0504,0.15,0.0,0.0647,0.611,111.975,225026,4,8,0,,59,2012-12-07,235,90,27499670,1,['0du5cEVh5yTK9QJze8zA0C'],7,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2012
If I Knew,Bruno Mars,7lXOqE38eCr979gp27O5wr,0.522,0.413,-5.86,1,0.0316,0.722,0.0,0.0854,0.49,175.972,132640,3,8,0,,63,2012-12-07,235,90,27499670,1,['0du5cEVh5yTK9QJze8zA0C'],3,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2012
Show Me,Bruno Mars,2tCPIp83mRXvVTytTAf1W4,0.743,0.706,-5.728,1,0.0535,0.0461,0.0,0.204,0.514,77.98899999999999,207560,4,7,0,,59,2012-12-07,235,90,27499670,1,['0du5cEVh5yTK9QJze8zA0C'],5,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2012
Moonshine,Bruno Mars,30raivfq7rSt5nKltiHfzG,0.705,0.784,-4.351,1,0.0279,0.21100000000000002,4.2999999999999995e-06,0.0813,0.418,104.98,228573,4,8,0,,57,2012-12-07,235,90,27499670,1,['0du5cEVh5yTK9QJze8zA0C'],2,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2012
Money Make Her Smile,Bruno Mars,6FPQabaldvKE5cjqRfY9Os,0.754,0.677,-6.555,1,0.0709,0.0943,7.390000000000001e-05,0.153,0.78,93.022,203973,4,10,0,,54,2012-12-07,235,90,27499670,1,['0du5cEVh5yTK9QJze8zA0C'],0,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2012
