name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year,chart_year
Girl Next Door,Musiq Soulchild,1yUvsJ7CEO5n2JshBHjM8Z,0.7,0.632,-7.911,0,0.259,0.107,1.11e-06,0.0911,0.772,77.918,286440,4,10,1,2001-08-25,35,2000-11-14,21,65,809651,2,"['3UVRliakQfa1pMWIsNuiZ8', '3db4ZlgQ9ksze79UtqJt7H']",10,3UVRliakQfa1pMWIsNuiZ8,Musiq Soulchild,2000,2001
You Should've Told Me,Kelly Price,6NwKYeHDcfEAKVYsUZy4Dx,0.722,0.46,-4.939,1,0.0762,0.241,0.0,0.0651,0.5660000000000001,120.117,194760,4,11,1,2000-09-23,41,2000-01-01,12,55,631250,1,['49FeZO3eSrJs7oH7lYLU1r'],1,49FeZO3eSrJs7oH7lYLU1r,Kelly Price,2000,2000
Carlene,Phil Vassar,339hc1FygD8oJl4kg24IjG,0.5870000000000001,0.88,-5.725,1,0.0324,0.0784,0.0,0.182,0.778,129.222,246240,4,10,1,2000-03-04,41,2000-02-21,0,53,230471,1,['1XhhO2dTs2fKyhILj0aam6'],4,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,2000,2000
Imagine That,LL Cool J,2h2J06UFc4C2g5tnSgFZ5u,0.913,0.831,-4.4430000000000005,1,0.234,0.365,6.38e-05,0.297,0.894,97.998,296306,4,8,1,2000-08-12,30,2000-09-05,0,67,1000816,1,['1P8IfcNKwrkQP5xJWuhaOC'],11,1P8IfcNKwrkQP5xJWuhaOC,LL Cool J,2000,2000
Put It On Me,Ja Rule,0OvwzS8FX73Bw7ykMRmffU,0.831,0.79,-4.714,0,0.165,0.0024,0.0,0.0515,0.7909999999999999,93.14,262826,4,10,1,2000-12-23,64,2000-01-01,34,74,1097612,2,"['1J2VVASYAamtQ3Bt8wGgA6', '3ot6fEzKvRrCnWy5BWlnxU']",1,1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,2000,2000
A Long Walk,Jill Scott,1CeizRCGEYPWooEeVfmyFL,0.713,0.541,-9.295,0,0.248,0.0617,0.00013700000000000002,0.112,0.28,75.714,280973,4,11,1,2001-02-10,55,2000-07-18,0,64,1193123,1,['6AVLthptCPhfrxlHadOBJD'],6,6AVLthptCPhfrxlHadOBJD,Jill Scott,2000,2001
God in Me (feat. Kierra Sheard),Mary Mary,1ZxwWrMNukjS8sb9TZ0HjU,0.6729999999999999,0.6729999999999999,-5.824,0,0.0948,0.0336,0.0,0.214,0.428,176.088,192680,4,9,1,2009-07-18,52,2000-01-01,20,59,566012,2,"['12Kgt2eahvxNWhD5PnSUde', '4x3CdMQ3YjnPn4Evhyni5y']",5,12Kgt2eahvxNWhD5PnSUde,Mary Mary,2000,2009
No More,Ruff Endz,2WfhlEjoUII31H6imnQdvF,0.8390000000000001,0.6409999999999999,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,242560,4,10,1,2000-07-01,53,2000-08-22,0,46,194771,1,['7liFhc0PDIx8etigqd2WhW'],10,7liFhc0PDIx8etigqd2WhW,Ruff Endz,2000,2000
I Wanna Be With You,Mandy Moore,4du0TY3NTgvQGlelrBHfDL,0.515,0.908,-4.632,1,0.0368,0.0158,1.88e-05,0.412,0.637,150.031,252600,4,13,1,2000-06-17,57,2000-05-08,20,69,504447,1,['2LJxr7Pt3JnP60eLxwbDOu'],8,2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,2000,2000
Get Up,Amel Larrieux,5YzK2kmIM7cdpRbv0iGaEs,0.631,0.494,-8.335,0,0.101,0.31,1.77e-05,0.064,0.542,88.559,244866,4,9,1,2000-03-04,43,2000-02-02,0,45,190404,1,['4hVcxmC7igpot32EzQf7IR'],11,4hVcxmC7igpot32EzQf7IR,Amel Larrieux,2000,2000
Beautiful Day,U2,1VuBmEauSZywQVtqbxNqka,0.539,0.926,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,246400,4,7,1,2000-10-07,64,2000-01-01,8,83,7469880,1,['51Blml2LZPmy7TTiAg47vQ'],2,51Blml2LZPmy7TTiAg47vQ,U2,2000,2000
If I Am,Nine Days,0yA6uXukVZbi29GcmtK6i5,0.223,0.902,-5.955,1,0.0579,0.00587,1.63e-06,0.34,0.539,98.038,258160,4,7,1,2000-12-02,42,2000-05-16,27,55,65320,1,['306JHpIRGVaQd6OltnOzUO'],11,306JHpIRGVaQd6OltnOzUO,Nine Days,2000,2000
La Bomba,azul azul,0Tl84qfow6Dv0PM60zoBhb,0.923,0.768,-7.3210000000000015,1,0.0674,0.119,0.0,0.0689,0.96,94.013,123960,4,6,1,2001-04-07,62,2000-01-01,0,51,17266,1,['0SWtMcmZLgP04Kj5x0eCxa'],1,0SWtMcmZLgP04Kj5x0eCxa,azul azul,2000,2001
Who Let The Dogs Out,Baha Men,1H5tvpoApNDxvxDexoaAUo,0.8690000000000001,0.887,-4.505,1,0.0993,0.0605,0.0,0.14800000000000002,0.784,129.221,198400,4,10,1,2000-07-22,65,2000-01-01,0,54,26776,1,['67FFKYikvTlvsPNk4NPOYJ'],0,67FFKYikvTlvsPNk4NPOYJ,Baha Men,2000,2000
Bag Lady,Erykah Badu,7BgUcOjSOlKJXASLgJ6bx1,0.7240000000000001,0.416,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,348893,4,15,1,2000-08-19,54,2000-10-31,0,71,1934702,2,"['7IfculRW2WXyzNQ8djX8WX', '5Ql3HGIJWxuEjDpDkXfduq']",5,7IfculRW2WXyzNQ8djX8WX,Erykah Badu,2000,2000
Dare You To Move,Switchfoot,4x3381mYJqptPqT6OKUfmu,0.426,0.8809999999999999,-4.526,1,0.0404,0.00573,0.0693,0.389,0.259,139.986,247893,4,9,1,2004-10-02,59,2000-01-01,26,65,543136,1,['6S58b0fr8TkWrEHOH4tRVu'],4,6S58b0fr8TkWrEHOH4tRVu,Switchfoot,2000,2004
Wonderful,Everclear,0WHOPmOuQKuu05k4g3UTvk,0.514,0.8170000000000001,-6.489,1,0.05,0.0118,8.25e-06,0.34600000000000003,0.7340000000000001,186.765,280813,4,14,1,2000-07-08,58,2000-01-01,8,63,606578,1,['694QW15WkebjcrWgQHzRYF'],7,694QW15WkebjcrWgQHzRYF,Everclear,2000,2000
Yes!,Chad Brock,1PrZOkFxJqTZAH8P3x87hW,0.674,0.623,-5.97,1,0.0283,0.004079999999999999,5.610000000000002e-05,0.0488,0.452,126.547,206733,4,9,1,2000-04-08,45,2000-01-01,32,37,24207,1,['24VF2kZrBFn1WvJ5oF1SRf'],2,24VF2kZrBFn1WvJ5oF1SRf,Chad Brock,2000,2000
While You Loved Me,Rascal Flatts,2rsjgtDbLeSYttYBPL5L1m,0.504,0.596,-4.412,1,0.0279,0.239,0.0,0.0972,0.168,142.05100000000004,209933,4,10,1,2001-06-30,31,2000-01-01,34,75,2544841,1,['0a1gHP0HAqALbEyxaD5Ngn'],5,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,2000,2001
Case Of The Ex (Whatcha Gonna Do),Mýa,1ak0S3NhwWrUgNlQhJ1412,0.774,0.684,-4.721,0,0.0408,0.0687,9.34e-05,0.0765,0.354,98.001,236826,4,9,1,2000-08-19,54,2000-01-01,0,67,858387,1,['6lHL3ubAMgSasKjNqKb8HF'],1,6lHL3ubAMgSasKjNqKb8HF,Mýa,2000,2000
I Wanna Know,Joe,1m2xMsxbtxv21Brome189p,0.725,0.487,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693,4,12,1,2000-01-01,65,2000-04-18,0,69,1110451,1,['3zTOe1BtyTkwNvYZOxXktX'],8,3zTOe1BtyTkwNvYZOxXktX,Joe,2000,2000
Riddle,En Vogue,5AYyDRotbApDiucOpJnFGr,0.805,0.54,-5.047,0,0.0406,0.139,1.6800000000000002e-05,0.0753,0.701,95.999,309813,4,15,1,2000-06-17,31,2000-05-23,0,61,810926,1,['5fikk4h5qbEebqK2Fc6e48'],10,5fikk4h5qbEebqK2Fc6e48,En Vogue,2000,2000
Pull Over,Trina,6M33HiUHLC3R3gfXYNGMAy,0.955,0.768,-5.54,0,0.181,0.0134,0.0,0.308,0.741,125.04,194025,4,10,1,2000-09-09,45,2000-01-01,0,64,640955,1,['4PrinKSrmILmo0kERG0Ogn'],1,4PrinKSrmILmo0kERG0Ogn,Trina,2000,2000
What's Your Fantasy (Featuring Shawna),Ludacris,4LwOrnuxJwR7C5Sw4liY4Z,0.915,0.79,-3.1860000000000004,0,0.207,0.16,0.0,0.112,0.967,140.095,275906,4,15,1,2000-09-30,64,2000-01-01,0,81,2022712,2,"['3ipn9JLAPI5GUEo4y4jcoi', '4gpDA7R5796e6zbvZxGNga']",6,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2000,2000
"So Fresh, So Clean",OutKast,6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,240026,3,10,1,2001-03-03,68,2000-10-31,24,79,1484634,1,['1G9G7WwrXka3Z1r7aIDjI7'],5,1G9G7WwrXka3Z1r7aIDjI7,OutKast,2000,2001
When I Think About Angels,Jamie O'Neal,6X1MOfJSjBT54VcbD1o7vR,0.507,0.843,-3.4210000000000003,1,0.108,0.274,0.0,0.295,0.504,193.708,182613,4,8,1,2001-06-09,39,2000-01-01,20,46,83486,1,['6sQVeggRv1AhrMzuCjhCZe'],11,6sQVeggRv1AhrMzuCjhCZe,Jamie O'Neal,2000,2001
The Way I Am,Eminem,23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,-2.692,0,0.265,0.14400000000000002,0.0,0.309,0.315,87.24799999999998,290426,4,13,1,2000-08-26,71,2000-05-23,26,94,39078037,1,['7dGJo4pcD2V6oG8kP0tJRR'],4,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2000,2000
Just Be A Man About It,Toni Braxton,6kD36kVRn5leDDbjXpHQY0,0.753,0.45,-6.909,1,0.0924,0.274,2e-06,0.321,0.56,109.405,288933,4,10,1,2000-07-29,53,2000-01-01,19,70,2348819,1,['3X458ddYA2YcVWuVIGGOYe'],9,3X458ddYA2YcVWuVIGGOYe,Toni Braxton,2000,2000
Is That Your Chick (The Lost Verses),Memphis Bleek,4aWxp4mBOnWIUDlXb4ngaV,0.841,0.835,-6.191,0,0.308,0.263,0.0,0.108,0.7020000000000001,133.024,294040,4,15,1,2000-12-16,47,2000-01-01,0,87,8042973,4,"['4jWzNq3sdzSpqn7BnzvIKn', '3nFkdlSjzX9mRTtwJOzDYB', '2wIVse2owClT7go1WT98tk', '6vbY3hOaCAhC7VjucswgdS']",8,4jWzNq3sdzSpqn7BnzvIKn,Memphis Bleek,2000,2000
What It Feels Like for a Girl,Madonna,6rQcK4xOzePDdrTg7Yv6d6,0.67,0.627,-9.497,1,0.0478,0.201,0.00161,0.154,0.5820000000000001,104.988,283893,4,11,1,2001-05-05,34,2000-09-19,57,81,4523105,1,['6tbjWDEIzxoDsBA1FuhfPW'],8,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2000,2001
Callin' Me,Lil' Zane,0io6VQqmCT8Yz1faAqBUFh,0.782,0.675,-5.096,0,0.0706,0.008140000000000001,0.0,0.0978,0.6629999999999999,106.956,257306,4,14,1,2000-07-29,39,2000-01-01,0,33,28736,1,['61mwtI8FCpYa9G2NuThRhI'],8,61mwtI8FCpYa9G2NuThRhI,Lil' Zane,2000,2000
Summer Rain,Carl Thomas,0NBHHa8wwwmBnn3aAzX5wJ,0.667,0.627,-10.488,0,0.0654,0.0972,5.19e-05,0.111,0.784,186.081,232560,4,10,1,2000-09-23,53,2000-04-18,20,54,427763,1,['6I6t21SFbxZ7RbQgD5dN7U'],6,6I6t21SFbxZ7RbQgD5dN7U,Carl Thomas,2000,2000
Superman (It's Not Easy),Five For Fighting,3TwtrR1yNLY1PMPsrGQpOp,0.382,0.416,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,221693,4,8,1,2001-09-01,70,2000-09-26,0,64,594609,1,['7FgMLbnZVrEnir95O0YujA'],0,7FgMLbnZVrEnir95O0YujA,Five For Fighting,2000,2001
This Everyday Love,Rascal Flatts,7aNsPkxjfpxr6LM2Mg5sQr,0.6729999999999999,0.812,-3.4360000000000004,1,0.0468,0.348,0.0,0.106,0.96,95.024,184106,4,9,1,2000-12-23,42,2000-01-01,20,75,2544841,1,['0a1gHP0HAqALbEyxaD5Ngn'],0,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,2000,2000
If You Can Do Anything Else,George Strait,1PmJcgLwG1wRC5qMdjogRD,0.6809999999999999,0.62,-7.68,1,0.0268,0.601,0.00031800000000000003,0.128,0.482,116.983,246666,4,11,1,2001-04-14,27,2000-01-01,86,76,2215025,1,['5vngPClqofybhPERIqQMYd'],3,5vngPClqofybhPERIqQMYd,George Strait,2000,2001
Real Live Woman,Trisha Yearwood,3a1zG1WBUNifXQjBKzsgSm,0.626,0.41,-8.551,1,0.0284,0.616,3.11e-05,0.145,0.34600000000000003,126.517,234400,4,10,1,2000-04-01,26,2000-01-01,10,62,759093,1,['3XlIhgydjvC4EniPFZT20j'],10,3XlIhgydjvC4EniPFZT20j,Trisha Yearwood,2000,2000
It's So Hard (featuring Donell Jones),Big Pun,5NQdweL8O7nGdM7e4IS1lf,0.9,0.593,-6.629,0,0.333,0.0554,0.0,0.0304,0.633,92.946,172933,4,9,1,2000-04-22,52,2000-03-01,0,65,1518425,2,"['2Xu7q46Hf02xOoEIm4E1Qs', '5KNqYrivNgVCHBssEUSu5B']",10,2Xu7q46Hf02xOoEIm4E1Qs,Big Pun,2000,2000
This I Promise You,*NSYNC,46n2EGFnPC3tzWCN1Aqe26,0.55,0.5870000000000001,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,284760,4,13,1,2000-09-30,70,2000-03-21,0,73,1371493,1,['6Ff53KvcvAj5U7Z1vojB5o'],2,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,2000,2000
Spanish Guitar,Toni Braxton,1ieouFxB2A3JjKEt1OoEiB,0.624,0.562,-6.504,0,0.0387,0.44,5.19e-06,0.175,0.38,120.043,289000,4,12,1,2000-12-02,57,2000-01-01,55,70,2348819,1,['3X458ddYA2YcVWuVIGGOYe'],9,3X458ddYA2YcVWuVIGGOYe,Toni Braxton,2000,2000
If You Don't Wanna Love Me,Tamar Braxton,7KNu81Nxp1EZyvZvkGBH4d,0.762,0.486,-5.295,1,0.0284,0.0144,0.0,0.0462,0.3,120.102,238306,4,11,1,2000-03-25,30,2000-01-01,0,53,728214,1,['1MT1Wz4G9Z9EVOg4L5zZMS'],8,1MT1Wz4G9Z9EVOg4L5zZMS,Tamar Braxton,2000,2000
A Good Day To Run,Darryl Worley,3Ye4dPI87Y3SP3pH0EC3rC,0.5660000000000001,0.794,-5.537000000000001,1,0.0298,0.395,1.09e-05,0.145,0.725,147.106,188333,4,9,1,2001-01-20,30,2000-01-01,15,48,162842,1,['4zIBkSJcqRp4ADuFI94WvO'],6,4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,2000,2001
No Matter What They Say,Lil' Kim,5bH5uk3A1Y9Aky75Akkdvg,0.743,0.774,-7.697,1,0.325,0.0262,0.0,0.13699999999999998,0.6459999999999999,106.082,251200,4,13,1,2000-07-15,37,2000-06-16,0,71,1013099,1,['5tth2a3v0sWwV1C7bApBdX'],1,5tth2a3v0sWwV1C7bApBdX,Lil' Kim,2000,2000
Rollin' (Air Raid Vehicle),Limp Bizkit,3IV4swNduIRunHREK80owz,0.603,0.933,-3.358,1,0.171,0.00591,0.0,0.206,0.7090000000000001,96.306,213760,4,9,1,2000-11-11,74,2000-10-17,39,76,3563145,1,['165ZgPlLkK7bf5bDoFc6Sb'],1,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,2000,2000
Could I Have This Kiss Forever (with Enrique Iglesias) - Metro Mix,Whitney Houston,549DBe4tw3IYPnedaz0q0J,0.478,0.8370000000000001,-6.961,0,0.0571,0.007909999999999999,1.3800000000000007e-05,0.109,0.48,93.782,235613,4,12,1,2000-06-17,31,2000-05-16,67,82,15639480,2,"['6XpaIBNiVzIetEPCWDvAFP', '7qG3b048QCHVRO5Pv1T5lw']",10,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,2000,2000
It's My Life,Bon Jovi,0v1XpBHnsbkCn7iJ9Ucr1l,0.551,0.913,-4.063,0,0.0466,0.0263,1.35e-05,0.34700000000000003,0.544,119.992,224493,4,8,1,2000-08-12,78,2000-01-01,0,82,8476167,1,['58lV9VcRSjABbAbfWS6skp'],0,58lV9VcRSjABbAbfWS6skp,Bon Jovi,2000,2000
The Call,Backstreet Boys,1mxTCArq9EhSg4QPGqhjhT,0.696,0.8740000000000001,-3.318,0,0.0772,0.117,0.0,0.331,0.747,104.196,204800,4,8,1,2001-02-17,61,2000-11-21,126,80,3497769,1,['5rSXSAkZ67PYJSvpUpkOr7'],10,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,2000,2001
Change Your Mind,Sister Hazel,3PuoEoC2QYXUJPk1DObFsU,0.428,0.785,-4.853,1,0.0569,0.0104,0.0,0.102,0.68,182.352,259666,4,11,1,2000-07-15,44,2000-06-27,0,57,227838,1,['7m60UAnbgFFNuJbmS6OxTk'],0,7m60UAnbgFFNuJbmS6OxTk,Sister Hazel,2000,2000
Taking You Home,Don Henley,114ZIcx0S3gJkZmT3wmGte,0.569,0.498,-6.63,0,0.0269,0.341,2.35e-05,0.134,0.0891,72.344,331666,4,13,1,2000-06-24,49,2000-05-23,0,69,886720,1,['5dbuFbrHa1SJlQhQX9OUJ2'],4,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,2000,2000
"Left, Right, Left",Drama,0vk5b6kj3QISHg4fpRPi6n,0.909,0.517,-11.018,1,0.165,0.00834,0.0,0.142,0.539,125.048,217426,4,11,1,2000-02-12,42,2000-01-01,0,34,3664,1,['1DMUoszTJYruOq4wfJPLSB'],4,1DMUoszTJYruOq4wfJPLSB,Drama,2000,2000
By Your Side,Sade,7H3ojI1BsVy0dEJENqMt1k,0.653,0.429,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.07299999999995,274933,4,15,1,2001-01-20,68,2000-11-13,0,74,2154640,1,['47zz7sob9NUcODy0BTDvKx'],11,47zz7sob9NUcODy0BTDvKx,Sade,2000,2001
Whoa!,Black Rob,71u5SjnkSQgzIt1UzHchbi,0.736,0.705,-6.231,1,0.24,0.0579,0.0,0.321,0.557,86.404,238840,4,8,1,2000-03-04,55,2000-01-01,0,56,110514,1,['1QPZhx0asYTBxD5RDqfU49'],7,1QPZhx0asYTBxD5RDqfU49,Black Rob,2000,2000
I Belong To You,Lenny Kravitz,21DyCPJqQ8tzFCHJYX9Koz,0.691,0.6859999999999999,-7.465,0,0.0493,0.000647,0.00456,0.106,0.6659999999999999,87.31200000000004,257066,4,8,1,2000-03-25,57,2000-01-01,44,74,2081519,1,['5gznATMVO85ZcLTkE9ULU7'],7,5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,2000,2000
Who I Am,Jessica Andrews,0rK4HCKzv2r1IXqKX3DKpq,0.463,0.674,-5.4220000000000015,1,0.0319,0.0115,0.0,0.123,0.259,84.039,255233,4,10,1,2001-01-27,55,2000-02-27,0,44,54373,1,['5rNhVm2CnqiO5Lv4Dt2lck'],7,5rNhVm2CnqiO5Lv4Dt2lck,Jessica Andrews,2000,2001
She Bangs - English Version,Ricky Martin,1uPrIHgYztXSkkcts9jet8,0.63,0.95,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,280626,4,14,1,2000-10-07,58,2000-01-01,80,79,5595153,1,['7slfeZO9LsJbWgpkIoXBUJ'],1,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,2000,2000
Back Here,BBMAK,6znv7i4Wif5fLwI6OjKHZ4,0.624,0.945,-3.109,1,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,218200,4,9,1,2000-04-29,51,2000-01-01,0,44,56930,1,['7y1GT7SdgGiFLWoktv2TSw'],7,7y1GT7SdgGiFLWoktv2TSw,BBMAK,2000,2000
Oklahoma,Billy Gilman,2TIzsX5IvHW2ppG5PD7Qma,0.42,0.268,-10.217,1,0.0332,0.484,0.0,0.0892,0.27,138.595,244000,4,11,1,2000-11-11,30,2000-06-14,19,38,18218,1,['6OqQbeNe7Pi7Zi7SNTi9ko'],1,6OqQbeNe7Pi7Zi7SNTi9ko,Billy Gilman,2000,2000
X,Xzibit,5stZnlPMYz3Ba8Hbo3ajlP,0.936,0.6779999999999999,-3.012,0,0.21,0.0795,0.0,0.0838,0.8220000000000001,96.911,255640,4,10,1,2000-12-30,61,2000-04-02,0,70,1088324,1,['4tujQJicOnuZRLiBFdp3Ou'],4,4tujQJicOnuZRLiBFdp3Ou,Xzibit,2000,2000
The Way,Jill Scott,49aUxrufliNDGj7MTm7pNU,0.7170000000000001,0.402,-9.712,1,0.0316,0.0187,0.0113,0.0994,0.453,140.418,255733,4,12,1,2001-07-07,53,2000-07-18,19,64,1193123,1,['6AVLthptCPhfrxlHadOBJD'],1,6AVLthptCPhfrxlHadOBJD,Jill Scott,2000,2001
That's How I Beat Shaq,Aaron Carter,3RPjcyceIs824Edmp5ZqAE,0.892,0.8029999999999999,-4.977,0,0.233,0.0656,0.0,0.16899999999999998,0.652,106.015,204426,4,7,1,2001-04-28,33,2000-09-07,15,50,205131,1,['5338fdSzGNOFD4cxAxDTeq'],6,5338fdSzGNOFD4cxAxDTeq,Aaron Carter,2000,2001
How Many Licks? (feat. Sisqo),Lil' Kim,5jv3QxL0MFswzM1UJ2qQJM,0.584,0.682,-9.597,0,0.333,0.0404,0.0,0.35200000000000004,0.722,105.17,233053,4,14,1,2000-11-25,53,2000-06-16,10,71,1565043,2,"['5tth2a3v0sWwV1C7bApBdX', '6x9QLdzo6eBZxJ1bHsDkjg']",10,5tth2a3v0sWwV1C7bApBdX,Lil' Kim,2000,2000
Lucky,Britney Spears,2TTYIwTM2iLC1YOyHuhRMt,0.765,0.7909999999999999,-5.7070000000000025,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,206226,4,9,1,2000-08-12,65,2000-05-16,95,83,7974170,1,['26dSoYclwsYLMAKD3tpOr4'],8,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2000,2000
Shackles (Praise You),Mary Mary,7JKEA8xYDoFp4q0QBW2PGg,0.779,0.8340000000000001,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,198346,4,11,1,2000-03-25,62,2000-01-01,0,59,373214,1,['12Kgt2eahvxNWhD5PnSUde'],7,12Kgt2eahvxNWhD5PnSUde,Mary Mary,2000,2000
Stan,Eminem,3UmaczJpikHgJFyBTAJVoz,0.78,0.768,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404106,4,15,1,2000-11-04,78,2000-05-23,39,94,40143944,2,"['7dGJo4pcD2V6oG8kP0tJRR', '2mpeljBig2IXLXRAFO9AAs']",6,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2000,2000
That Other Woman,Changing Faces,7c9OYhqeRkDQsoRYGjDrv2,0.677,0.481,-5.613,0,0.0522,0.15,0.0,0.0747,0.246,134.01,280200,4,12,1,2000-09-30,29,2000-01-01,0,42,347296,1,['3lJ6jvOiNY46L2juqXufpf'],7,3lJ6jvOiNY46L2juqXufpf,Changing Faces,2000,2000
No More (Baby I'ma Do Right),3LW,5zn1hpm9N0ylKB7kOtpCw2,0.721,0.723,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.7609999999999999,88.93299999999998,263440,4,12,1,2000-11-04,57,2000-11-06,0,49,379421,1,['2lFHVcUeJ9Gq6AZiU3ZAOa'],2,2lFHVcUeJ9Gq6AZiU3ZAOa,3LW,2000,2000
Stranger in My House,Tamia,08GOEVXupC6ECbulhPGQKm,0.6759999999999999,0.601,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,285386,4,13,1,2001-01-13,48,2000-10-01,0,68,924621,1,['0le01dl1WllSHhjEXRl4in'],0,0le01dl1WllSHhjEXRl4in,Tamia,2000,2001
Unconditional,Clay Davidson,2vmL6YN8FcqbcHQcmv0BVh,0.562,0.451,-7.798999999999999,1,0.0266,0.419,0.0,0.104,0.277,132.94899999999998,240960,4,14,1,2000-03-25,23,2000-01-01,0,22,1458,1,['6F0ZVOJymgjutBNRws94qa'],7,6F0ZVOJymgjutBNRws94qa,Clay Davidson,2000,2000
The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,0.949,0.6609999999999999,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4,13,1,2000-05-06,80,2000-05-23,10,94,39078037,1,['7dGJo4pcD2V6oG8kP0tJRR'],5,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2000,2000
"Best Of Me, Part 2 - Backstage",Various Artists,4iENqwyANM57YUEDcFVpWq,0.74,0.5760000000000001,-7.4860000000000015,0,0.3670000000000001,0.114,0.0,0.0963,0.763,96.355,221400,4,12,1,2000-04-15,57,2000-01-01,0,87,6572057,2,"['6lHL3ubAMgSasKjNqKb8HF', '3nFkdlSjzX9mRTtwJOzDYB']",8,6lHL3ubAMgSasKjNqKb8HF,Mýa,2000,2000
I Disappear,Metallica,51Vic2Yi71YKNtLbyJKgQt,0.534,0.929,-3.609,1,0.047,0.000206,5.58e-05,0.036000000000000004,0.447,122.733,266240,4,10,1,2000-05-13,51,2000-04-19,10,86,15680762,1,['2ye2Wgw4gimLv2eAKyk1NB'],1,2ye2Wgw4gimLv2eAKyk1NB,Metallica,2000,2000
Six-Pack Summer,Phil Vassar,23qDMWnwf8p0pr5slljB6i,0.725,0.733,-6.66,1,0.0242,0.508,0.0,0.173,0.843,100.311,219826,4,8,1,2001-08-11,42,2000-02-21,44,53,230471,1,['1XhhO2dTs2fKyhILj0aam6'],0,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,2000,2001
You Won't Be Lonely Now,Billy Ray Cyrus,1uVRIEqMTtnbcxZocYDJRH,0.369,0.528,-6.648,1,0.0285,0.307,0.0,0.229,0.336,153.898,232506,3,13,1,2000-09-23,10,2000-10-16,15,73,174200,1,['60rpJ9SgigSd16DOAG7GSa'],1,60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,2000,2000
Mirror Mirror,M2M,2gX1J5hbHs1V7gkHsNglTv,0.696,0.685,-5.53,0,0.0246,0.218,0.0,0.0988,0.507,100.088,200426,4,8,1,2000-04-01,52,2000-02-15,0,59,264345,1,['0ZzYDST6Dib7iYd8hmcLcH'],1,0ZzYDST6Dib7iYd8hmcLcH,M2M,2000,2000
I Wish,R. Kelly,7sOqd1dVmfU5mgqrUtlqc5,0.42,0.463,-9.056,1,0.12,0.068,0.0,0.119,0.659,78.83,334000,4,14,1,2000-09-30,46,2000-11-07,53,72,2159015,1,['2mxe0TnaNL039ysAj51xPQ'],6,2mxe0TnaNL039ysAj51xPQ,R. Kelly,2000,2000
Love,Musiq Soulchild,6uSa5iCMwPr10Ftpz8w09b,0.569,0.385,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,304666,4,11,1,2001-02-17,55,2000-01-01,0,65,809642,1,['3UVRliakQfa1pMWIsNuiZ8'],1,3UVRliakQfa1pMWIsNuiZ8,Musiq Soulchild,2000,2001
